"ResponseId","Finished","Progress","StartDate","EndDate","RecordedDate","DurationSec","LOIYES","RESID","AGE18","ZIPCODE","ZONE","STORMDATE1","STORMDATE2","INCHES","INCHES_4CAT","COMP1","COMP2","COMP3","COMP4","TRAVEL","NOTRAVEL","NOTRAVEL_1","NOTRAVEL_2","NOTRAVEL_3","NOTRAVEL_4","NOTRAVEL_5","NOTRAVEL_5_TEXT","PURPOSE","PURPOSE_1","PURPOSE_2","PURPOSE_3","PURPOSE_4","PURPOSE_5","PURPOSE_6","PURPOSE_7","PURPOSE_8","PURPOSE_9","PURPOSE_10","PURPOSE_11","PURPOSE_12","PURPOSE_12_TEXT","MODE","MODE_1","MODE_2","MODE_3","MODE_4","MODE_5","MODE_6","MODE_7","MODE_8","MODE_9","MODE_9_TEXT","CHANGE","CHANGE_1","CHANGE_2","CHANGE_3","CHANGE_4","CHANGE_5","CHANGE_6","CHANGE_7","CHANGE_7_TEXT","SAT_TRANSPORT_1","SAT_TRANSPORT_2","SAT_TRANSPORT_3","SAT_TRANSPORT_4","SAT_TRANSPORT_5","SAT_TRANSPORT_6","SAT_GROUP_1","SAT_GROUP_2","SAT_GROUP_3","SAT_GROUP_4","SATISFACTION","LOC_BETTER","LOC_WORSE","HEAR","INFO","INFO_1","INFO_2","INFO_3","INFO_4","INFO_5","INFO_6","INFO_7","INFO_8","INFO_9","INFO_10","INFO_11","INFO_DETAIL_1","INFO_DETAIL_2","INFO_DETAIL_3","INFO_DETAIL_4","INFO_DETAIL_5","INFO_DETAIL_6","INFO_DETAIL_7","INFO_DETAIL_8","INFO_DETAIL_9","INFO_DETAIL_10","INFO_DETAIL_11","APP","APP_USES","APP_FEEDBACK","PRIORITY_TRANSPORT_1","PRIORITY_TRANSPORT_2","PRIORITY_TRANSPORT_3","PRIORITY_TRANSPORT_5","PRIORITY_TRANSPORT_6","PRIORITY_TRANSPORT_7","PRIORITY_PLACES_1","PRIORITY_PLACES_2","PRIORITY_PLACES_3","PRIORITY_PLACES_4","PRIORITY_PLACES_5","PRIORITY_PLACES_6","AGE","AGE_6CAT","AGE_5CAT","AGE_4CAT","GENDER","GENDER_2CAT","GENDER_5_TEXT","RACEETH","RACE_2CAT","RACEETH_9_TEXT","STUD","EDUC","EDUC_4CAT","EDUC_3CAT","WORK","HHINC","HHINC_9CAT","HHINC_6CAT","HHINC_3CAT","HOME1","HOME1_9_TEXT","HOME1_8CAT","HOME1_5CAT","HOME1_4CAT","HOME1_2CAT","HOME2","ADULTS","ADULTS_NUM","CHILDREN","CHILDREN_NUM","BIKES","BIKES_NUM","CARS","CARS_NUM","END","AverageIndex","StormEventIndex","StormEventDurationHours","exceptional","acceptable","unacceptable"
"R_6WVbI1mJFuLUF9N",TRUE,100,2024-03-04 12:27:40,2024-03-04 13:09:25,2024-03-04 13:09:26,2505,"Accept","Yes","Yes","84075","B",2024-03-02,2024-03-03,"7-11 inches","Extreme Snowfall","About the same","About the same","Somewhat more","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work,Work- or school-related activities,Eat meal at restaurant,Service private vehicle (gas, oil, repairs, etc.),Shopping (groceries, clothing, convenience store, etc),Other errands or appointments (bank, professional office, doctor/dentist, etc.),Outdoor or indoor exercise (sports, jogging, bicycling, walking dog, gym, etc.)",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","Walk,Car/Van/Truck/SUV Driver,Car/Van/Truck/SUV Passenger",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"","I did more activities / made more trips before the storm arrived.,I changed the time-of-day when I did some activities / trips.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"","4","4","2","3","3","4","3","3","4","3","Extremely satisfied","The city of Syracuse ","Part of Ogden ","A moderate amount","TV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"5","","","","","","","","","","","No","","","1","2","3","4","6","5","3","2","5","6","1","4",33,"25-34","25-34","18-34","Female","Female","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$35,000 to $49,999","35-50","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"4",4,"2",2,"2",2,"",0.78261811023622,7.9514,10.16,11.1186614173228,73.0069980314961,15.8743405511811
"R_6roUWpd8nn9X7XB",TRUE,100,2024-03-04 13:05:58,2024-03-04 13:15:17,2024-03-04 13:15:18,559,"Accept","Yes","Yes","84025","B",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","Somewhat less","Much shorter","Somewhat less","Somewhat better","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Shopping (groceries, clothing, convenience store, etc)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","3","3","2","2",NA,"2","4","3","3","3","Somewhat dissatisfied","Parking lots were better cleared then main roads","89 and Main St we’re not cleared for sometime, so they were harder to drive on","A moderate amount","Other (please specify)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"","","","","","","","","","","Alexa","No","","","2","1","5","3","4","6","3","1","5","2","4","6",44,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$35,000 to $49,999","35-50","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"3",3,"3",3,"2",2,"",0.16,3.155,9.75,51.28,43.59,5.13
"R_38MNe7C9CmNZMbn",TRUE,100,2024-03-04 13:08:27,2024-03-04 13:15:56,2024-03-04 13:15:56,448,"Accept","Yes","Yes","84653","D",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","Much more","Much longer","Much more","Much worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Eat meal at restaurant,Shopping (groceries, clothing, convenience store, etc)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Passenger",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","5","5","5","5","5","5",NA,"5","5","5","Extremely satisfied","the back roads","none","A moderate amount","TV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"abc","","","","","","","","","","","No","","","4","1","3","5","2","6","3","1","5","2","4","6",47,"45-64","45-64","35-49","Female","Female","","White or Caucasian","White","","Yes","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$25,000 to $34,999","25-35","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","3",3,"1",1,"0",0,"3",3,"",0.2,4.78,23.83,15.97,72.22,11.81
"R_1Nqo4zNSoNqn2rD",TRUE,100,2024-03-04 13:10:49,2024-03-04 13:17:05,2024-03-04 13:17:06,376,"Accept","Yes","Yes","84015","B",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","About the same","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Eat meal at restaurant,Social or entertainment activities (friends/relatives, movie, etc.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","Car/Van/Truck/SUV Passenger",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","4","4","4","4",NA,NA,NA,"4","4","4","Neither satisfied nor dissatisfied","highways","sidewalks","A lot","TV,Social media,Word-of-mouth",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"2","","","","","","","Facebook","","friends","","No","","","3","1","2","5","4","6","1","5","6","4","3","2",63,"45-64","45-64","50-64","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$25,000 to $34,999","25-35","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","1",1,"0",0,"1",1,"1",1,"",0.46753937007874,8.22046666666667,21.4433333333333,9.62622047244095,79.1823326771653,11.1914468503937
"R_3EweT0zTk7xP99n",TRUE,100,2024-03-04 13:11:56,2024-03-04 13:18:26,2024-03-04 13:18:27,389,"Accept","Yes","Yes","84663","D",2024-03-02,2024-03-03,"2 inches","Moderate Snowfall","About the same","About the same","About the same","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Civic or religious activities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",NA,NA,"3","3",NA,NA,NA,NA,NA,NA,"Neither satisfied nor dissatisfied","I only drove a few blocks so I can't say","okay","A moderate amount","Other (please specify)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"","","","","","","","","","","weather.com","No","","","4","3","2","1","5","6","2","3","6","5","1","4",75,"65-84","65+","65+","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, attached to other houses (row house)","","SFatt","SFatt","SFatt","Other","Owned or mortgaged","1",1,"0",0,"0",0,"1",1,"",0.29,1.06,3.67,4.35,73.91,21.74
"R_3qETkImJXhoatpM",TRUE,100,2024-03-04 12:59:21,2024-03-04 13:19:50,2024-03-04 13:19:51,1228,"Accept","Yes","Yes","84601","D",2024-03-02,2024-03-03,"Less than 1 inch","Light Snowfall","About the same","Much longer","About the same","Much better","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","3",NA,"4","5",NA,NA,"3",NA,NA,NA,"Somewhat satisfied","I didn’t travel until Monday when I had my doctors appointment ","They all were the same the snow wasn’t sticking ","A little","TV,Alert,Online",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Kale. Fox. Cbs","","","","","On cellphones ","App on cell phone ","","","","","Yes, a little","I was trapped in jacks hole Wyoming ","It’s let us know when the pass was clear ","2","1","5","6","3","4","1","3","6","5","2","4",54,"45-64","45-64","50-64","Male","Male","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","No","$35,000 to $49,999","35-50","25-50","0-50","Other (please specify)","",NA,NA,NA,"Other","Rented","2",2,"0",0,"0",0,"1",1,"The snow storms haven’t been that bad this year ",0.29,1.06,3.67,4.35,73.91,21.74
"R_5EMDDuy3Be7tbgz",TRUE,100,2024-03-04 13:09:09,2024-03-04 13:20:18,2024-03-04 13:20:19,669,"Accept","Yes","Yes","84092","C",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","Much less","Somewhat better","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","5","5","3","2",NA,NA,NA,"4","4","4","Somewhat dissatisfied","The freeways and major roads were better than expected.","I don't know if they were worse than normal, but even 'normal' isn't very good.","A lot","TV,App,Online",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2","","","","android Weather","","Weather.com ","","","","","Yes, a little","Specific locations and road conditions.","Easy to use","1","2","4","5","3","6","5","1","6","2","3","4",71,"65-84","65+","65+","Male","Male","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","5",5,"0",0,"0",0,"2",2,"",0.713333333333333,15.9733333333333,21.9433333333333,9.47333333333333,77.79,12.7366666666667
"R_6UzMEtYntUutpyF",TRUE,100,2024-03-04 13:13:30,2024-03-04 13:20:35,2024-03-04 13:20:35,424,"Accept","Yes","Yes","84081","C",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","Much more","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Other errands or appointments (bank, professional office, doctor/dentist, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I changed the time-of-day when I did some activities / trips.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",NA,"3","2","1","1","1",NA,"2","2","3","Neither satisfied nor dissatisfied","have more then one truck out. Go out in teams and you dont need to clear the middle turn lane. Learn what other states (Minnesota or other snow countries do) ","coming up on mountain corridor at the change from west valley to west jordan","A great deal","App",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","","weatherunderground","","","","","","","No","","","2","1","5","4","3","6","1","2","6","3","5","4",46,"45-64","45-64","35-49","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$35,000 to $49,999","35-50","25-50","0-50","Single-family house, attached to other houses (row house)","","SFatt","SFatt","SFatt","Other","Owned or mortgaged","1",1,"3",3,"2",2,"1",1,"",0.33,6.62,19.915,5.435,71.505,23.06
"R_5qZHLuD1oNvrggE",TRUE,100,2024-03-04 13:17:31,2024-03-04 13:23:48,2024-03-04 13:23:48,376,"Accept","Yes","Yes","84124","C",2024-03-02,2024-03-03,"7-11 inches","Extreme Snowfall","About the same","About the same","About the same","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","5","5","5","5","5","5","5","5","5","5","Somewhat satisfied","They did a good job, as usual","Nothing was worse","A moderate amount","TV,Social media,Word-of-mouth",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Fox 13","","","","","","","Facebook","","Coworkers","","No","","","1","2","3","5","4","6","1","2","6","4","3","5",52,"45-64","45-64","50-64","Male","Male","","White or Caucasian","White","","Yes","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$100,000 to $149,999","100-150","100-150","100+","Building with 3 or 4 apartments/condos","","Apt3-4","Apt2-4","Apartment","Other","Owned or mortgaged","2",2,"0",0,"0",0,"2",2,"",0.423333333333333,8.65666666666667,20.33,7.87666666666667,77.2033333333333,14.92
"R_5BkuhM7gdyUHMQe",TRUE,100,2024-03-04 13:20:10,2024-03-04 13:29:05,2024-03-04 13:29:06,534,"Accept","Yes","Yes","84015","B",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","Somewhat longer","Somewhat more","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Civic or religious activities,Social or entertainment activities (friends/relatives, movie, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I did more activities / made more trips before the storm arrived.,I canceled some of my planned activities / trips.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",NA,"3","1",NA,NA,NA,"4",NA,"2","3","Somewhat satisfied","Main road- Highway 91 from my location to North ogden l","My local street/neighborhood ","A lot","TV,Online,Word-of-mouth",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Ksl","","","","","","Weather channel ","","","Family members","","Yes, a little","Traffic cameras to see specific intersections ","No","2","1","3","4","5","6","2","1","5","4","3","6",66,"65-84","65+","65+","Female","Female","",NA,"Non-White","","No","Master's degree, doctorate degree, or professional degree beyond bachelor's degree","Higher","Higher","Yes","$25,000 to $34,999","25-35","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","1",1,"0",0,"0",0,"1",1,"",0.46753937007874,8.22046666666667,21.4433333333333,9.62622047244095,79.1823326771653,11.1914468503937
"R_6QXccyTPLYTLYk1",TRUE,100,2024-03-04 13:24:40,2024-03-04 13:30:39,2024-03-04 13:30:39,358,"Accept","Yes","Yes","84095","C",2024-03-02,2024-03-03,"2 inches","Moderate Snowfall","About the same","About the same","Somewhat more","About the same","No","I had no reason to travel,The roads, streets, and sidewalks were not in good condition.",TRUE,FALSE,TRUE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","3","4","2","1",NA,NA,"3","3","3","4","Somewhat dissatisfied","None","No plows came through until almost 10pm","A little","Alert,Word-of-mouth",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"","","","","","Mass alert ","","","","Family and coworkers ","","No","","","1","2","3","5","4","6","1","2","6","4","3","5",30,"25-34","25-34","18-34","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$35,000 to $49,999","35-50","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","1",1,"0",0,"0",0,"1",1,"",0.17,3.12,18.17,12.73,70.91,16.36
"R_1M4gYE7Y5J7EyJ6",TRUE,100,2024-03-04 13:31:38,2024-03-04 13:36:17,2024-03-04 13:36:18,279,"Accept","Yes","Yes","84096","C",2024-03-02,2024-03-03,"3 inches","Moderate Snowfall","Somewhat more","About the same","About the same","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Social or entertainment activities (friends/relatives, movie, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",NA,NA,"2","2",NA,NA,"3","4",NA,NA,"Neither satisfied nor dissatisfied","none","the roads by my apartment complex in riverton were a mess.","A little","Social media,Word-of-mouth",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","","","","","","","facebook","","family, coworkers","","Yes, a little","check traffic","none","2","1","4","5","3","6","1","2","6","4","5","3",29,"25-34","25-34","18-34","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$50,000 to $74,999","50-75","50-75","50-100","Building with 20 or more apartments/condos","","Apt20+","Apt5+","Apartment","Other","Rented","2",2,"0",0,"0",0,"2",2,"",0.17,3.12,18.17,12.73,70.91,16.36
"R_6dtu4gRZc94eQLv",TRUE,100,2024-03-04 13:29:51,2024-03-04 13:37:40,2024-03-04 13:37:41,468,"Accept","Yes","Yes","84020","C",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","Somewhat shorter","Somewhat less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Civic or religious activities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Passenger",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","I changed the time-of-day when I did some activities / trips.,I traveled using different transportation modes than normal.,I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"",NA,"4","4","4",NA,NA,NA,NA,NA,NA,"Somewhat satisfied","Suncrest Drive ","None ","A lot","Newspaper,Online",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","Deseret News","","","","Deseret News","","","","","No","","","2","1","3","5","4","6","4","1","5","6","2","3",64,"45-64","45-64","50-64","Female","Female","","White or Caucasian","White","","No","Master's degree, doctorate degree, or professional degree beyond bachelor's degree","Higher","Higher","No","$75,000 to $99,999","75-100","75-100","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","3",3,"0",0,"2",2,"1",1,"",0.27,5.005,18.415,17.935,81.17,0.895
"R_6drTTjXATu6aFRc",TRUE,100,2024-03-04 13:30:40,2024-03-04 13:38:34,2024-03-04 13:38:35,473,"Accept","Yes","Yes","84005","D",2024-03-02,2024-03-03,"2 inches","Moderate Snowfall","About the same","Somewhat shorter","Somewhat less","Much better","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I canceled some of my planned activities / trips.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",NA,NA,"3","2",NA,NA,NA,"3",NA,"4","Somewhat satisfied","The highways were better than what I thought.","City streets were pretty bad initially. ","A moderate amount","Radio,Alert,Email",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"","Ksl","","","","My alexa device ","","","Utah severe weather","","","No","","","1","2","4","6","3","5","2","1","6","3","5","4",37,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","4",4,"0",0,"1",1,"2",2,"",0.16,2.86,18,14.68,82.57,2.75
"R_3g6jletQ9I1Zzb5",TRUE,100,2024-03-04 13:39:27,2024-03-04 13:44:29,2024-03-04 13:44:30,301,"Accept","Yes","Yes","84093","C",2024-03-02,2024-03-03,"3 inches","Moderate Snowfall","About the same","Somewhat shorter","Somewhat more","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Other errands or appointments (bank, professional office, doctor/dentist, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I canceled some of my planned activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"","3","4","3","3","4","3","3","4","3","3","Somewhat satisfied","Sidewalks","highway was a mess","A lot","App",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","","Weather Channel","","","","","","","Yes, a lot","Cameras","Don't like the new interface","5","2","3","4","6","1","1","3","5","4","2","6",52,"45-64","45-64","50-64","Male","Male","","White or Caucasian","White","","No","Master's degree, doctorate degree, or professional degree beyond bachelor's degree","Higher","Higher","Yes","$100,000 to $149,999","100-150","100-150","100+","Building with 2 apartments/condos (duplex)","","Apt2","Apt2-4","Apartment","Other","Rented","3",3,"0",0,"1",1,"2",2,"",0.12,2.36,19.17,6.96,85.22,7.83
"R_5EfHYNJn44XxlFE",TRUE,100,2024-03-04 13:39:36,2024-03-04 13:45:39,2024-03-04 13:45:40,363,"Accept","Yes","Yes","84660","D",2024-03-02,2024-03-03,"7-11 inches","Extreme Snowfall","Somewhat less","Somewhat shorter","About the same","Somewhat better","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Attend school,Eat meal at restaurant,Service private vehicle (gas, oil, repairs, etc.),Shopping (groceries, clothing, convenience store, etc),Drop off or pick up passenger(s),Civic or religious activities,Other errands or appointments (bank, professional office, doctor/dentist, etc.),Outdoor or indoor exercise (sports, jogging, bicycling, walking dog, gym, etc.),Social or entertainment activities (friends/relatives, movie, etc.)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"","Walk,Car/Van/Truck/SUV Driver,Car/Van/Truck/SUV Passenger,School bus",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"","I did more activities / made more trips before the storm arrived.,I changed the time-of-day when I did some activities / trips.,I traveled using different transportation modes than normal.,I traveled more slowly or cautiously than normal.",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"","4","4","5","5","4","4","5","3","3","3","Extremely satisfied","girl the gone his w ","fork time given town g","A moderate amount","TV,Radio,App",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"weather","weather","","","weather","","","","","","","No","","","3","2","1","5","4","6","3","2","6","4","1","5",19,"18-24","18-24","18-34","Female","Female","","White or Caucasian","White","","Yes","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$150,000 or more","150+","150+","100+","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","3",3,"0",0,"2",2,"4",4,"djahbr",0.1225,1.46,6.875,55.08,36.5325,8.3875
